# Renewables.ninja Solar PV (Point API) - 47.285, -1.517 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Paris, electricity in kW, irradiance_direct in kW/m², irradiance_diffuse in kW/m², temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/Paris", "electricity": "kW", "irradiance_direct": "kW/m\u00b2", "irradiance_diffuse": "kW/m\u00b2", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "47.2846", "lon": "-1.5167", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-06-04 19:00,2015-06-04 21:00,0.025,0,0.044,25.777,0
2015-06-04 20:00,2015-06-04 22:00,0,0,0,24.317,0
2015-06-04 21:00,2015-06-04 23:00,0,0,0,23.226,0
2015-06-04 22:00,2015-06-05 00:00,0,0,0,22.294,0
2015-06-04 23:00,2015-06-05 01:00,0,0,0,21.323,0
2015-06-05 00:00,2015-06-05 02:00,0,0,0,20.048,0
2015-06-05 01:00,2015-06-05 03:00,0,0,0,18.699,0
2015-06-05 02:00,2015-06-05 04:00,0,0,0,17.543,0
2015-06-05 03:00,2015-06-05 05:00,0,0,0,16.536,0
2015-06-05 04:00,2015-06-05 06:00,0,0,0.004,16.092,0
2015-06-05 05:00,2015-06-05 07:00,0.027,0,0.045,17.436,0
2015-06-05 06:00,2015-06-05 08:00,0.141,0.091,0.083,18.669,0
2015-06-05 07:00,2015-06-05 09:00,0.325,0.266,0.115,20.706,0
2015-06-05 08:00,2015-06-05 10:00,0.480,0.405,0.168,22.346,0
2015-06-05 09:00,2015-06-05 11:00,0.631,0.585,0.191,23.547,0
2015-06-05 10:00,2015-06-05 12:00,0.742,0.739,0.203,24.720,0
2015-06-05 11:00,2015-06-05 13:00,0.804,0.827,0.214,25.462,0
2015-06-05 12:00,2015-06-05 14:00,0.574,0.367,0.340,25.836,0
2015-06-05 13:00,2015-06-05 15:00,0.294,0.091,0.264,26.027,0
2015-06-05 14:00,2015-06-05 16:00,0.615,0.426,0.338,25.935,0
2015-06-05 15:00,2015-06-05 17:00,0.538,0.410,0.247,25.277,0
2015-06-05 16:00,2015-06-05 18:00,0.234,0.026,0.257,24.063,0
2015-06-05 17:00,2015-06-05 19:00,0.162,0.040,0.159,22.597,0
2015-06-05 18:00,2015-06-05 20:00,0.061,0,0.085,21.074,0
2015-06-05 19:00,2015-06-05 21:00,0.014,0,0.029,19.291,0
2015-06-05 20:00,2015-06-05 22:00,0,0,0,17.740,0
2015-06-05 21:00,2015-06-05 23:00,0,0,0,16.701,0
2015-06-05 22:00,2015-06-06 00:00,0,0,0,15.308,0
2015-06-05 23:00,2015-06-06 01:00,0,0,0,14.086,0
2015-06-06 00:00,2015-06-06 02:00,0,0,0,13.086,0
2015-06-06 01:00,2015-06-06 03:00,0,0,0,12.036,0
2015-06-06 02:00,2015-06-06 04:00,0,0,0,11.261,0
2015-06-06 03:00,2015-06-06 05:00,0,0,0,10.628,0
2015-06-06 04:00,2015-06-06 06:00,0,0,0.004,10.184,0
2015-06-06 05:00,2015-06-06 07:00,0.025,0,0.041,11.108,0
2015-06-06 06:00,2015-06-06 08:00,0.145,0.103,0.071,13.065,0
2015-06-06 07:00,2015-06-06 09:00,0.340,0.290,0.099,14.868,0
2015-06-06 08:00,2015-06-06 10:00,0.527,0.495,0.121,16.534,0
2015-06-06 09:00,2015-06-06 11:00,0.676,0.671,0.146,18.109,0
2015-06-06 10:00,2015-06-06 12:00,0.783,0.813,0.163,19.518,0
2015-06-06 11:00,2015-06-06 13:00,0.842,0.896,0.178,20.684,0
2015-06-06 12:00,2015-06-06 14:00,0.851,0.899,0.194,21.583,0
2015-06-06 13:00,2015-06-06 15:00,0.821,0.852,0.196,22.163,0
2015-06-06 14:00,2015-06-06 16:00,0.741,0.734,0.195,22.445,0
2015-06-06 15:00,2015-06-06 17:00,0.614,0.559,0.190,22.389,0
2015-06-06 16:00,2015-06-06 18:00,0.447,0.352,0.179,21.921,0
2015-06-06 17:00,2015-06-06 19:00,0.257,0.152,0.152,20.946,0
2015-06-06 18:00,2015-06-06 20:00,0.087,0,0.114,19.139,0
2015-06-06 19:00,2015-06-06 21:00,0.031,0,0.049,16.817,0
2015-06-06 20:00,2015-06-06 22:00,0,0,0,15.064,0
2015-06-06 21:00,2015-06-06 23:00,0,0,0,13.695,0
2015-06-06 22:00,2015-06-07 00:00,0,0,0,12.542,0
2015-06-06 23:00,2015-06-07 01:00,0,0,0,11.714,0
2015-06-07 00:00,2015-06-07 02:00,0,0,0,11.128,0
2015-06-07 01:00,2015-06-07 03:00,0,0,0,10.805,0
2015-06-07 02:00,2015-06-07 04:00,0,0,0,10.514,0
2015-06-07 03:00,2015-06-07 05:00,0,0,0,10.332,0
2015-06-07 04:00,2015-06-07 06:00,0,0,0.004,10.424,0
2015-06-07 05:00,2015-06-07 07:00,0.025,0,0.041,11.400,0
2015-06-07 06:00,2015-06-07 08:00,0.145,0.104,0.070,13.407,0
2015-06-07 07:00,2015-06-07 09:00,0.339,0.295,0.094,15.693,0
2015-06-07 08:00,2015-06-07 10:00,0.526,0.505,0.114,17.745,0
2015-06-07 09:00,2015-06-07 11:00,0.677,0.688,0.136,19.562,0
2015-06-07 10:00,2015-06-07 12:00,0.780,0.823,0.157,21.165,0
2015-06-07 11:00,2015-06-07 13:00,0.836,0.897,0.178,22.481,0
2015-06-07 12:00,2015-06-07 14:00,0.847,0.908,0.190,23.458,0
2015-06-07 13:00,2015-06-07 15:00,0.816,0.860,0.191,24.058,0
2015-06-07 14:00,2015-06-07 16:00,0.738,0.742,0.191,24.303,0
2015-06-07 15:00,2015-06-07 17:00,0.611,0.563,0.189,24.171,0
2015-06-07 16:00,2015-06-07 18:00,0.446,0.358,0.176,23.646,0
2015-06-07 17:00,2015-06-07 19:00,0.256,0.155,0.151,22.688,0
2015-06-07 18:00,2015-06-07 20:00,0.085,0,0.113,20.921,0
2015-06-07 19:00,2015-06-07 21:00,0.032,0,0.052,18.400,0
2015-06-07 20:00,2015-06-07 22:00,0,0,0,16.710,0
2015-06-07 21:00,2015-06-07 23:00,0,0,0,15.326,0
2015-06-07 22:00,2015-06-08 00:00,0,0,0,14.041,0
2015-06-07 23:00,2015-06-08 01:00,0,0,0,12.989,0
2015-06-08 00:00,2015-06-08 02:00,0,0,0,12.110,0
2015-06-08 01:00,2015-06-08 03:00,0,0,0,11.419,0
2015-06-08 02:00,2015-06-08 04:00,0,0,0,10.906,0
2015-06-08 03:00,2015-06-08 05:00,0,0,0,10.522,0
2015-06-08 04:00,2015-06-08 06:00,0,0,0.004,10.265,0
2015-06-08 05:00,2015-06-08 07:00,0.024,0,0.041,11.006,0
2015-06-08 06:00,2015-06-08 08:00,0.145,0.103,0.071,12.870,0
2015-06-08 07:00,2015-06-08 09:00,0.339,0.291,0.099,15.206,0
2015-06-08 08:00,2015-06-08 10:00,0.525,0.497,0.119,17.424,0
2015-06-08 09:00,2015-06-08 11:00,0.674,0.676,0.143,19.375,0
2015-06-08 10:00,2015-06-08 12:00,0.778,0.814,0.161,20.965,0
2015-06-08 11:00,2015-06-08 13:00,0.835,0.889,0.181,22.165,0
2015-06-08 12:00,2015-06-08 14:00,0.845,0.897,0.195,22.982,0
2015-06-08 13:00,2015-06-08 15:00,0.816,0.852,0.195,23.369,0
2015-06-08 14:00,2015-06-08 16:00,0.738,0.732,0.197,23.317,0
2015-06-08 15:00,2015-06-08 17:00,0.614,0.559,0.191,22.856,0
2015-06-08 16:00,2015-06-08 18:00,0.449,0.355,0.179,22.032,0
2015-06-08 17:00,2015-06-08 19:00,0.260,0.152,0.155,20.877,0
2015-06-08 18:00,2015-06-08 20:00,0.089,0,0.116,19.145,0
2015-06-08 19:00,2015-06-08 21:00,0.032,0,0.051,16.885,0
2015-06-08 20:00,2015-06-08 22:00,0,0,0,15.153,0
2015-06-08 21:00,2015-06-08 23:00,0,0,0,13.957,0
2015-06-08 22:00,2015-06-09 00:00,0,0,0,12.975,0
2015-06-08 23:00,2015-06-09 01:00,0,0,0,12.099,0
2015-06-09 00:00,2015-06-09 02:00,0,0,0,11.252,0
2015-06-09 01:00,2015-06-09 03:00,0,0,0,10.395,0
2015-06-09 02:00,2015-06-09 04:00,0,0,0,9.609,0
2015-06-09 03:00,2015-06-09 05:00,0,0,0,8.972,0
2015-06-09 04:00,2015-06-09 06:00,0,0,0.004,8.644,0
2015-06-09 05:00,2015-06-09 07:00,0.030,0,0.047,9.495,0
2015-06-09 06:00,2015-06-09 08:00,0.144,0.075,0.096,11.340,0
2015-06-09 07:00,2015-06-09 09:00,0.307,0.185,0.165,13.580,0
2015-06-09 08:00,2015-06-09 10:00,0.504,0.421,0.165,15.769,0
2015-06-09 09:00,2015-06-09 11:00,0.620,0.510,0.229,17.809,0
2015-06-09 10:00,2015-06-09 12:00,0.741,0.683,0.232,19.514,0
2015-06-09 11:00,2015-06-09 13:00,0.802,0.769,0.243,20.837,0
2015-06-09 12:00,2015-06-09 14:00,0.703,0.486,0.383,21.467,0
2015-06-09 13:00,2015-06-09 15:00,0.508,0.157,0.449,21.744,0
2015-06-09 14:00,2015-06-09 16:00,0.419,0.097,0.399,21.612,0
2015-06-09 15:00,2015-06-09 17:00,0.507,0.287,0.317,21.351,0
2015-06-09 16:00,2015-06-09 18:00,0.419,0.262,0.233,21.026,0
2015-06-09 17:00,2015-06-09 19:00,0.247,0.099,0.194,20.371,0
2015-06-09 18:00,2015-06-09 20:00,0.096,0,0.124,19.248,0
2015-06-09 19:00,2015-06-09 21:00,0.032,0,0.050,17.826,0
2015-06-09 20:00,2015-06-09 22:00,0,0,0,16.441,0
2015-06-09 21:00,2015-06-09 23:00,0,0,0,15.178,0
2015-06-09 22:00,2015-06-10 00:00,0,0,0,14.141,0
2015-06-09 23:00,2015-06-10 01:00,0,0,0,13.308,0
2015-06-10 00:00,2015-06-10 02:00,0,0,0,12.401,0
2015-06-10 01:00,2015-06-10 03:00,0,0,0,11.702,0
2015-06-10 02:00,2015-06-10 04:00,0,0,0,11.066,0
2015-06-10 03:00,2015-06-10 05:00,0,0,0,10.551,0
2015-06-10 04:00,2015-06-10 06:00,0,0,0.006,10.322,0
2015-06-10 05:00,2015-06-10 07:00,0.027,0,0.044,10.916,0
2015-06-10 06:00,2015-06-10 08:00,0.083,0.005,0.101,12.181,0
2015-06-10 07:00,2015-06-10 09:00,0.141,0.012,0.158,13.598,0
2015-06-10 08:00,2015-06-10 10:00,0.416,0.252,0.224,14.786,0
2015-06-10 09:00,2015-06-10 11:00,0.317,0.142,0.223,15.753,0
2015-06-10 10:00,2015-06-10 12:00,0.280,0.025,0.299,16.697,0
2015-06-10 11:00,2015-06-10 13:00,0.337,0.035,0.356,17.812,0
2015-06-10 12:00,2015-06-10 14:00,0.516,0.206,0.402,18.662,0
2015-06-10 13:00,2015-06-10 15:00,0.124,0.002,0.152,18.653,0
2015-06-10 14:00,2015-06-10 16:00,0.088,0,0.115,18.554,0
2015-06-10 15:00,2015-06-10 17:00,0.103,0,0.131,18.873,0
2015-06-10 16:00,2015-06-10 18:00,0.067,0,0.091,19.420,0
2015-06-10 17:00,2015-06-10 19:00,0.035,0,0.054,19.590,0
2015-06-10 18:00,2015-06-10 20:00,0.043,0,0.064,19.090,0
2015-06-10 19:00,2015-06-10 21:00,0.014,0,0.029,18.287,0
2015-06-10 20:00,2015-06-10 22:00,0,0,0,17.547,0
2015-06-10 21:00,2015-06-10 23:00,0,0,0,16.891,0
2015-06-10 22:00,2015-06-11 00:00,0,0,0,16.384,0
2015-06-10 23:00,2015-06-11 01:00,0,0,0,16.239,0
2015-06-11 00:00,2015-06-11 02:00,0,0,0,16.150,0
2015-06-11 01:00,2015-06-11 03:00,0,0,0,16.142,0
2015-06-11 02:00,2015-06-11 04:00,0,0,0,16.224,0
2015-06-11 03:00,2015-06-11 05:00,0,0,0,16.098,0
2015-06-11 04:00,2015-06-11 06:00,0,0,0.005,16.210,0
2015-06-11 05:00,2015-06-11 07:00,0.028,0,0.045,17.844,0
2015-06-11 06:00,2015-06-11 08:00,0.106,0.034,0.101,19.511,0
2015-06-11 07:00,2015-06-11 09:00,0.207,0.054,0.195,22.217,0
2015-06-11 08:00,2015-06-11 10:00,0.279,0.074,0.260,24.071,0
2015-06-11 09:00,2015-06-11 11:00,0.169,0.003,0.207,25.056,0
2015-06-11 10:00,2015-06-11 12:00,0.240,0.005,0.286,25.600,0
2015-06-11 11:00,2015-06-11 13:00,0.329,0.021,0.373,25.059,0
2015-06-11 12:00,2015-06-11 14:00,0.421,0.078,0.426,23.853,0
2015-06-11 13:00,2015-06-11 15:00,0.288,0.017,0.325,23.087,0
2015-06-11 14:00,2015-06-11 16:00,0.333,0.057,0.339,23.051,0
2015-06-11 15:00,2015-06-11 17:00,0.121,0,0.154,23.039,0
2015-06-11 16:00,2015-06-11 18:00,0.210,0.081,0.172,22.755,0
2015-06-11 17:00,2015-06-11 19:00,0.257,0.135,0.172,22.387,0
2015-06-11 18:00,2015-06-11 20:00,0.086,0,0.114,21.773,0
2015-06-11 19:00,2015-06-11 21:00,0.001,-0,0.008,20.515,0
2015-06-11 20:00,2015-06-11 22:00,0,0,0,19.515,0
2015-06-11 21:00,2015-06-11 23:00,0,0,0,18.897,0
2015-06-11 22:00,2015-06-12 00:00,0,0,0,18.309,0
2015-06-11 23:00,2015-06-12 01:00,0,0,0,18.124,0
2015-06-12 00:00,2015-06-12 02:00,0,0,0,18.117,0
2015-06-12 01:00,2015-06-12 03:00,0,0,0,17.917,0
2015-06-12 02:00,2015-06-12 04:00,0,0,0,17.829,0
2015-06-12 03:00,2015-06-12 05:00,0,0,0,17.782,0
2015-06-12 04:00,2015-06-12 06:00,0,-0,0.001,17.613,0
2015-06-12 05:00,2015-06-12 07:00,0.009,-0,0.022,17.324,0
2015-06-12 06:00,2015-06-12 08:00,0.030,0,0.048,16.918,0
2015-06-12 07:00,2015-06-12 09:00,0.066,0,0.089,16.652,0
2015-06-12 08:00,2015-06-12 10:00,0.061,0,0.084,16.574,0
2015-06-12 09:00,2015-06-12 11:00,0.071,0,0.095,16.735,0
2015-06-12 10:00,2015-06-12 12:00,0.073,0,0.097,17.246,0
2015-06-12 11:00,2015-06-12 13:00,0.174,0.003,0.206,18.407,0
2015-06-12 12:00,2015-06-12 14:00,0.509,0.206,0.396,19.822,0
2015-06-12 13:00,2015-06-12 15:00,0.723,0.558,0.338,21.056,0
2015-06-12 14:00,2015-06-12 16:00,0.711,0.628,0.254,21.683,0
2015-06-12 15:00,2015-06-12 17:00,0.610,0.530,0.211,21.655,0
2015-06-12 16:00,2015-06-12 18:00,0.451,0.348,0.186,21.138,0
2015-06-12 17:00,2015-06-12 19:00,0.263,0.153,0.158,20.273,0
2015-06-12 18:00,2015-06-12 20:00,0.101,0,0.130,18.987,0
2015-06-12 19:00,2015-06-12 21:00,0.019,0,0.035,16.627,0
2015-06-12 20:00,2015-06-12 22:00,0,0,0,15.031,0
2015-06-12 21:00,2015-06-12 23:00,0,0,0,14.519,0
2015-06-12 22:00,2015-06-13 00:00,0,0,0,13.886,0
2015-06-12 23:00,2015-06-13 01:00,0,0,0,13.213,0
2015-06-13 00:00,2015-06-13 02:00,0,0,0,12.476,0
2015-06-13 01:00,2015-06-13 03:00,0,0,0,11.908,0
2015-06-13 02:00,2015-06-13 04:00,0,0,0,11.534,0
2015-06-13 03:00,2015-06-13 05:00,0,0,0,11.588,0
2015-06-13 04:00,2015-06-13 06:00,0,-0,0.003,12.038,0
2015-06-13 05:00,2015-06-13 07:00,0.034,0,0.052,13.583,0
2015-06-13 06:00,2015-06-13 08:00,0.134,0.042,0.122,15.552,0
2015-06-13 07:00,2015-06-13 09:00,0.301,0.179,0.170,17.495,0
2015-06-13 08:00,2015-06-13 10:00,0.493,0.415,0.166,19.040,0
2015-06-13 09:00,2015-06-13 11:00,0.645,0.595,0.187,20.362,0
2015-06-13 10:00,2015-06-13 12:00,0.667,0.506,0.311,21.478,0
2015-06-13 11:00,2015-06-13 13:00,0.562,0.256,0.423,22.272,0
2015-06-13 12:00,2015-06-13 14:00,0.360,0.029,0.398,22.710,0
2015-06-13 13:00,2015-06-13 15:00,0.423,0.076,0.428,22.816,0
2015-06-13 14:00,2015-06-13 16:00,0.306,0.018,0.346,22.684,0
2015-06-13 15:00,2015-06-13 17:00,0.353,0.072,0.346,22.355,0
2015-06-13 16:00,2015-06-13 18:00,0.213,0.015,0.241,21.853,0
2015-06-13 17:00,2015-06-13 19:00,0.112,0.002,0.141,21.025,0
2015-06-13 18:00,2015-06-13 20:00,0.066,0,0.091,19.897,0
2015-06-13 19:00,2015-06-13 21:00,0,-0,0.007,18.650,0
2015-06-13 20:00,2015-06-13 22:00,0,0,0,17.717,0
2015-06-13 21:00,2015-06-13 23:00,0,0,0,17.185,0
2015-06-13 22:00,2015-06-14 00:00,0,0,0,16.739,0
2015-06-13 23:00,2015-06-14 01:00,0,0,0,16.209,0
2015-06-14 00:00,2015-06-14 02:00,0,0,0,15.550,0
2015-06-14 01:00,2015-06-14 03:00,0,0,0,15.133,0
2015-06-14 02:00,2015-06-14 04:00,0,0,0,14.739,0
2015-06-14 03:00,2015-06-14 05:00,0,0,0,14.332,0
2015-06-14 04:00,2015-06-14 06:00,0,-0,0.001,14.076,0
2015-06-14 05:00,2015-06-14 07:00,0.003,-0,0.011,14.461,0
2015-06-14 06:00,2015-06-14 08:00,0.086,0.007,0.103,15.330,0
2015-06-14 07:00,2015-06-14 09:00,0.176,0.020,0.190,16.752,0
2015-06-14 08:00,2015-06-14 10:00,0.274,0.062,0.258,18.548,0
2015-06-14 09:00,2015-06-14 11:00,0.258,0.015,0.289,20.315,0
2015-06-14 10:00,2015-06-14 12:00,0.222,0.004,0.262,21.594,0
2015-06-14 11:00,2015-06-14 13:00,0.208,0.001,0.249,22.030,0
2015-06-14 12:00,2015-06-14 14:00,0.130,0,0.163,21.986,0
2015-06-14 13:00,2015-06-14 15:00,0.151,0,0.187,21.867,0
2015-06-14 14:00,2015-06-14 16:00,0.154,0,0.190,21.400,0
2015-06-14 15:00,2015-06-14 17:00,0.084,0,0.112,20.701,0
2015-06-14 16:00,2015-06-14 18:00,0.055,0,0.078,19.945,0
2015-06-14 17:00,2015-06-14 19:00,0.040,0,0.060,19.162,0
2015-06-14 18:00,2015-06-14 20:00,0.012,-0,0.026,18.293,0
2015-06-14 19:00,2015-06-14 21:00,0.001,-0,0.007,17.291,0
2015-06-14 20:00,2015-06-14 22:00,0,0,0,16.225,0
2015-06-14 21:00,2015-06-14 23:00,0,0,0,15.249,0
2015-06-14 22:00,2015-06-15 00:00,0,0,0,14.525,0
2015-06-14 23:00,2015-06-15 01:00,0,0,0,14.079,0
2015-06-15 00:00,2015-06-15 02:00,0,0,0,13.869,0
2015-06-15 01:00,2015-06-15 03:00,0,0,0,13.731,0
2015-06-15 02:00,2015-06-15 04:00,0,0,0,13.645,0
2015-06-15 03:00,2015-06-15 05:00,0,0,0,13.578,0
2015-06-15 04:00,2015-06-15 06:00,0,-0,0.001,13.568,0
2015-06-15 05:00,2015-06-15 07:00,0.015,0,0.029,14.158,0
2015-06-15 06:00,2015-06-15 08:00,0.076,0.006,0.095,15.105,0
2015-06-15 07:00,2015-06-15 09:00,0.083,0,0.109,16.534,0
2015-06-15 08:00,2015-06-15 10:00,0.143,0.001,0.175,17.918,0
2015-06-15 09:00,2015-06-15 11:00,0.201,0.003,0.237,19.151,0
2015-06-15 10:00,2015-06-15 12:00,0.265,0.005,0.307,20.273,0
2015-06-15 11:00,2015-06-15 13:00,0.319,0.015,0.361,21.269,0
2015-06-15 12:00,2015-06-15 14:00,0.357,0.026,0.396,22.047,0
2015-06-15 13:00,2015-06-15 15:00,0.317,0.016,0.360,22.580,0
2015-06-15 14:00,2015-06-15 16:00,0.291,0.017,0.329,22.772,0
2015-06-15 15:00,2015-06-15 17:00,0.327,0.054,0.334,22.411,0
2015-06-15 16:00,2015-06-15 18:00,0.195,0.013,0.223,21.803,0
2015-06-15 17:00,2015-06-15 19:00,0.170,0.016,0.191,21.189,0
2015-06-15 18:00,2015-06-15 20:00,0.087,0,0.114,20.288,0
2015-06-15 19:00,2015-06-15 21:00,0.019,0,0.035,18.657,0
2015-06-15 20:00,2015-06-15 22:00,0,0,0.001,17.421,0
2015-06-15 21:00,2015-06-15 23:00,0,0,0,16.713,0
2015-06-15 22:00,2015-06-16 00:00,0,0,0,15.941,0
2015-06-15 23:00,2015-06-16 01:00,0,0,0,15.226,0
2015-06-16 00:00,2015-06-16 02:00,0,0,0,14.600,0
2015-06-16 01:00,2015-06-16 03:00,0,0,0,14.138,0
2015-06-16 02:00,2015-06-16 04:00,0,0,0,13.728,0
2015-06-16 03:00,2015-06-16 05:00,0,0,0,13.396,0
2015-06-16 04:00,2015-06-16 06:00,0,0,0.004,13.199,0
2015-06-16 05:00,2015-06-16 07:00,0.031,0,0.049,13.637,0
2015-06-16 06:00,2015-06-16 08:00,0.134,0.048,0.115,15.163,0
2015-06-16 07:00,2015-06-16 09:00,0.271,0.149,0.167,17.419,0
2015-06-16 08:00,2015-06-16 10:00,0.300,0.066,0.286,19.669,0
2015-06-16 09:00,2015-06-16 11:00,0.501,0.272,0.324,21.288,0
2015-06-16 10:00,2015-06-16 12:00,0.700,0.593,0.275,22.223,0
2015-06-16 11:00,2015-06-16 13:00,0.819,0.848,0.202,22.919,0
2015-06-16 12:00,2015-06-16 14:00,0.848,0.914,0.185,23.474,0
2015-06-16 13:00,2015-06-16 15:00,0.820,0.868,0.188,23.698,0
2015-06-16 14:00,2015-06-16 16:00,0.745,0.755,0.185,23.559,0
2015-06-16 15:00,2015-06-16 17:00,0.621,0.576,0.185,23.079,0
2015-06-16 16:00,2015-06-16 18:00,0.456,0.369,0.175,22.625,0
2015-06-16 17:00,2015-06-16 19:00,0.267,0.163,0.153,21.796,0
2015-06-16 18:00,2015-06-16 20:00,0.089,0,0.117,20.381,0
2015-06-16 19:00,2015-06-16 21:00,0.039,0,0.059,17.875,0
2015-06-16 20:00,2015-06-16 22:00,0,0,0.003,16.093,0
2015-06-16 21:00,2015-06-16 23:00,0,0,0,15.374,0
2015-06-16 22:00,2015-06-17 00:00,0,0,0,14.575,0
2015-06-16 23:00,2015-06-17 01:00,0,0,0,13.853,0
2015-06-17 00:00,2015-06-17 02:00,0,0,0,13.396,0
2015-06-17 01:00,2015-06-17 03:00,0,0,0,12.864,0
2015-06-17 02:00,2015-06-17 04:00,0,0,0,12.038,0
2015-06-17 03:00,2015-06-17 05:00,0,0,0,11.317,0
2015-06-17 04:00,2015-06-17 06:00,0,0,0.005,11.230,0
2015-06-17 05:00,2015-06-17 07:00,0.026,0,0.042,13.069,0
2015-06-17 06:00,2015-06-17 08:00,0.142,0.102,0.070,15.109,0
2015-06-17 07:00,2015-06-17 09:00,0.334,0.298,0.090,17.781,0
2015-06-17 08:00,2015-06-17 10:00,0.522,0.512,0.107,19.565,0
2015-06-17 09:00,2015-06-17 11:00,0.675,0.703,0.124,21.140,0
2015-06-17 10:00,2015-06-17 12:00,0.778,0.841,0.144,22.541,0
2015-06-17 11:00,2015-06-17 13:00,0.838,0.923,0.161,23.640,0
2015-06-17 12:00,2015-06-17 14:00,0.851,0.936,0.174,24.468,0
2015-06-17 13:00,2015-06-17 15:00,0.819,0.883,0.180,24.958,0
2015-06-17 14:00,2015-06-17 16:00,0.742,0.762,0.181,25.159,0
2015-06-17 15:00,2015-06-17 17:00,0.618,0.583,0.181,24.997,0
2015-06-17 16:00,2015-06-17 18:00,0.454,0.372,0.174,24.562,0
2015-06-17 17:00,2015-06-17 19:00,0.265,0.163,0.154,23.799,0
2015-06-17 18:00,2015-06-17 20:00,0.090,0,0.119,22.364,0
2015-06-17 19:00,2015-06-17 21:00,0.038,0,0.059,19.748,0
2015-06-17 20:00,2015-06-17 22:00,0,0,0.003,17.882,0
2015-06-17 21:00,2015-06-17 23:00,0,0,0,17.146,0
2015-06-17 22:00,2015-06-18 00:00,0,0,0,16.373,0
2015-06-17 23:00,2015-06-18 01:00,0,0,0,15.569,0
2015-06-18 00:00,2015-06-18 02:00,0,0,0,14.882,0
2015-06-18 01:00,2015-06-18 03:00,0,0,0,14.394,0
2015-06-18 02:00,2015-06-18 04:00,0,0,0,14.097,0
2015-06-18 03:00,2015-06-18 05:00,0,0,0,13.881,0
2015-06-18 04:00,2015-06-18 06:00,0,-0,0.002,14.089,0
2015-06-18 05:00,2015-06-18 07:00,0.024,0,0.040,16.364,0
2015-06-18 06:00,2015-06-18 08:00,0.094,0.005,0.116,18.323,0
2015-06-18 07:00,2015-06-18 09:00,0.142,0.006,0.170,20.503,0
2015-06-18 08:00,2015-06-18 10:00,0.289,0.072,0.271,22.108,0
2015-06-18 09:00,2015-06-18 11:00,0.617,0.557,0.199,23.347,0
2015-06-18 10:00,2015-06-18 12:00,0.709,0.648,0.243,24.218,0
2015-06-18 11:00,2015-06-18 13:00,0.392,0.155,0.314,24.589,0
2015-06-18 12:00,2015-06-18 14:00,0.148,0,0.185,24.559,0
2015-06-18 13:00,2015-06-18 15:00,0.202,0.001,0.245,24.335,0
2015-06-18 14:00,2015-06-18 16:00,0.127,0,0.161,23.915,0
2015-06-18 15:00,2015-06-18 17:00,0.157,0.002,0.193,23.494,0
2015-06-18 16:00,2015-06-18 18:00,0.303,0.099,0.261,23.223,0
2015-06-18 17:00,2015-06-18 19:00,0.121,0.010,0.144,22.717,0
2015-06-18 18:00,2015-06-18 20:00,0.062,0,0.086,21.782,0
2015-06-18 19:00,2015-06-18 21:00,0.012,0,0.025,19.703,0
2015-06-18 20:00,2015-06-18 22:00,0,-0,0.001,17.454,0
2015-06-18 21:00,2015-06-18 23:00,0,0,0,15.945,0
2015-06-18 22:00,2015-06-19 00:00,0,0,0,14.246,0
2015-06-18 23:00,2015-06-19 01:00,0,0,0,12.805,0
2015-06-19 00:00,2015-06-19 02:00,0,0,0,11.619,0
2015-06-19 01:00,2015-06-19 03:00,0,0,0,10.743,0
2015-06-19 02:00,2015-06-19 04:00,0,0,0,10.212,0
2015-06-19 03:00,2015-06-19 05:00,0,0,0,9.815,0
2015-06-19 04:00,2015-06-19 06:00,0,0,0.004,9.961,0
2015-06-19 05:00,2015-06-19 07:00,0.030,0,0.047,11.917,0
2015-06-19 06:00,2015-06-19 08:00,0.090,0.006,0.110,14.078,0
2015-06-19 07:00,2015-06-19 09:00,0.164,0.011,0.186,16.688,0
2015-06-19 08:00,2015-06-19 10:00,0.416,0.247,0.238,18.749,0
2015-06-19 09:00,2015-06-19 11:00,0.667,0.673,0.141,20.444,0
2015-06-19 10:00,2015-06-19 12:00,0.776,0.827,0.152,21.895,0
2015-06-19 11:00,2015-06-19 13:00,0.835,0.907,0.170,23.071,0
2015-06-19 12:00,2015-06-19 14:00,0.845,0.908,0.189,23.964,0
2015-06-19 13:00,2015-06-19 15:00,0.817,0.866,0.191,24.524,0
2015-06-19 14:00,2015-06-19 16:00,0.742,0.753,0.189,24.741,0
2015-06-19 15:00,2015-06-19 17:00,0.618,0.575,0.188,24.603,0
2015-06-19 16:00,2015-06-19 18:00,0.454,0.369,0.177,24.094,0
2015-06-19 17:00,2015-06-19 19:00,0.267,0.165,0.154,23.159,0
2015-06-19 18:00,2015-06-19 20:00,0.089,0,0.117,21.444,0
2015-06-19 19:00,2015-06-19 21:00,0.040,0,0.060,18.461,0
